RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location
1036218,2016332241,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/13/16,9/9/16,9/10/16,16XX BLOCK OF 19 AV,C,C3,7900.2002,-122.3074265,47.61600113,"(47.616001129, -122.307426453)"
1036220,2016331884,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/13/16,9/13/16,,43XX BLOCK OF 9 AV NE,U,U2,5200.5008,-122.318779,47.66038132,"(47.660381317, -122.318778992)"
1036221,2016331968,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/13/16,9/13/16,9/13/16,14XX BLOCK OF NE 50 ST,U,U2,5301.2001,-122.3125076,47.66489792,"(47.664897919, -122.312507629)"
1036223,2016331940,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/13/16,9/12/16,9/13/16,3XX BLOCK OF N 130 ST,N,N1,401.3,-122.354866,47.72323227,"(47.723232269, -122.354866028)"
1036232,2016326027,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,9/8/16,9/8/16,,14XX BLOCK OF S DEARBORN ST,G,G3,9400.2009,-122.3134537,47.59581375,"(47.595813751, -122.313453674)"
1036236,2016332031,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/13/16,9/10/16,9/13/16,15XX BLOCK OF 7 AV,M,M3,8200.1005,-122.3338089,47.61210251,"(47.612102509, -122.333808899)"
1036249,2016332705,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/13/16,9/3/16,9/13/16,5XX BLOCK OF SUMMIT AV E,E,E1,7401.1004,-122.3253174,47.62371445,"(47.623714447, -122.325317383)"
1036250,2016329725,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/11/16,9/11/16,,35XX BLOCK OF S BENNETT ST,R,R3,10300.4014,-122.2879562,47.55425263,"(47.554252625, -122.287956238)"
1036253,2016332836,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/13/16,9/6/16,9/6/16,90XX BLOCK OF GREENWOOD AV N,J,J1,1702.1015,-122.3553467,47.69512177,"(47.695121765, -122.35534668)"
1036265,2016331884,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/13/16,9/13/16,,43XX BLOCK OF 9 AV NE,U,U2,5200.5008,-122.318779,47.66038132,"(47.660381317, -122.318778992)"
1036274,2016332836,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/13/16,9/6/16,9/6/16,90XX BLOCK OF GREENWOOD AV N,J,J1,1702.1015,-122.3553467,47.69512177,"(47.695121765, -122.35534668)"
1036280,2016331940,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/13/16,9/12/16,9/13/16,3XX BLOCK OF N 130 ST,N,N1,401.3,-122.354866,47.72323227,"(47.723232269, -122.354866028)"
1036284,2016333077,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/14/16,9/14/16,,XX BLOCK OF S IDAHO ST,O,O2,9300.3191,-122.3419724,47.5644989,"(47.564498901, -122.341972351)"
1036300,2015206739,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,6/19/15,6/18/15,6/18/15,64XX BLOCK OF 29 AV S,S,S1,11002.3009,-122.2958145,47.54485321,"(47.54485321, -122.295814514)"
1036301,2016316222,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,8/31/16,8/31/16,,10XX BLOCK OF E LYNN ST,C,C1,6500.1004,-122.3195343,47.63954926,"(47.639549255, -122.319534302)"
1036315,2016331761,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/13/16,9/13/16,,51XX BLOCK OF NE LATIMER PL,U,U3,4100.2013,-122.2717285,47.65726852,"(47.657268524, -122.271728516)"
1036329,2016333314,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/14/16,9/13/16,9/14/16,13XX BLOCK OF 6 AV,M,M3,8200.1021,-122.3330994,47.60965347,"(47.609653473, -122.333099365)"
1036344,2016333292,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/14/16,9/13/16,9/14/16,84XX BLOCK OF 25 AV SW,F,F2,11401.2004,-122.3645096,47.5273819,"(47.527381897, -122.364509583)"
1036345,2016333339,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/14/16,9/14/16,9/14/16,16XX BLOCK OF BELMONT AV,E,E1,8400.1003,-122.3244781,47.61578751,"(47.615787506, -122.324478149)"
1036349,201647207,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,2/8/16,1/14/16,1/14/16,90XX BLOCK OF CYRUS AV NW,J,J1,1500.2004,-122.3988724,47.69546127,"(47.695461273, -122.398872375)"
1036355,2016113231,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,4/2/16,4/2/16,,8XX BLOCK OF 3 AV,K,K1,8100.2029,-122.3330383,47.60455322,"(47.604553223, -122.33303833)"
1036360,2016321139,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/4/16,9/4/16,,41XX BLOCK OF 12 AV NE,U,U2,5301.4002,-122.3155365,47.65760422,"(47.657604218, -122.315536499)"
1036364,2016329725,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/11/16,9/11/16,,35XX BLOCK OF S BENNETT ST,R,R3,10300.4014,-122.2879562,47.55425263,"(47.554252625, -122.287956238)"
1036380,2016306082,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,8/24/16,8/21/16,8/22/16,16XX BLOCK OF BELMONT AV,E,E1,8400.1002,-122.3244781,47.61578751,"(47.615787506, -122.324478149)"
1036384,2016331968,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/13/16,9/13/16,9/13/16,14XX BLOCK OF NE 50 ST,U,U2,5301.2001,-122.3125076,47.66489792,"(47.664897919, -122.312507629)"
1036406,2016333316,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/14/16,9/14/16,,29XX BLOCK OF NE BLAKELEY ST,U,U3,4301.1006,-122.2961502,47.66555786,"(47.665557861, -122.296150208)"
1036411,2016329996,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/11/16,9/11/16,9/11/16,80XX BLOCK OF JONES AV NW,J,J2,3100.1007,-122.3864746,47.68775177,"(47.68775177, -122.386474609)"
1036419,2014132418,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,4/30/14,4/30/14,4/30/14,2XX BLOCK OF FAIRVIEW AV N,D,D3,7300.1029,-122.3342667,47.6202507,"(47.620250702, -122.334266663)"
1036427,201649456,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,2/10/16,2/10/16,,106XX BLOCK OF 51 AV S,S,S3,11900.5011,-122.2701492,47.50558853,"(47.505588531, -122.270149231)"
1036434,2016236151,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,7/2/16,7/2/16,,140XX BLOCK OF 32 AV NE,L,L1,100.4002,-122.2938385,47.73104096,"(47.731040955, -122.293838501)"
1036436,2016260433,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,7/21/16,7/20/16,7/21/16,6XX BLOCK OF 3 AV,K,K1,8100.204,-122.3317337,47.60312653,"(47.603126526, -122.331733704)"
1036439,2016255555,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,7/16/16,7/16/16,,100XX BLOCK OF WALLINGFORD AV N,N,N3,1300.1012,-122.3356857,47.70231628,"(47.702316284, -122.33568573)"
1036440,2016235162,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,7/2/16,7/2/16,7/2/16,21XX BLOCK OF WESTLAKE AV,D,D2,7300.3021,-122.33815,47.61721802,"(47.617218018, -122.338150024)"
1036442,2016208709,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,6/12/16,6/11/16,6/12/16,5XX BLOCK OF HARVARD AV E,E,E1,7401.2002,-122.3219986,47.623703,"(47.623703003, -122.321998596)"
1036448,2016320568,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/4/16,9/4/16,,45XX BLOCK OF S KENNY ST,R,R3,10300.2011,-122.2761993,47.54894638,"(47.548946381, -122.276199341)"
1036451,2016319933,2299,1,BURGLARY-SECURE PARKING-NONRES,2200,BURGLARY,9/3/16,9/3/16,9/3/16,2XX BLOCK OF TAYLOR AV N,Q,Q3,7200.1025,-122.3462982,47.62031937,"(47.620319366, -122.346298218)"
1036453,2016329725,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/11/16,9/11/16,,35XX BLOCK OF S BENNETT ST,R,R3,10300.4014,-122.2879562,47.55425263,"(47.554252625, -122.287956238)"
1036457,2016303152,2299,1,BURGLARY-SECURE PARKING-NONRES,2200,BURGLARY,8/22/16,8/22/16,,9XX BLOCK OF S BAYVIEW ST,O,O2,9300.308,-122.3206711,47.58103943,"(47.581039429, -122.320671082)"
1036459,2016327419,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/9/16,9/9/16,,8XX BLOCK OF NE 56 ST,U,U1,4500.1003,-122.318718,47.66931152,"(47.669311523, -122.318717957)"
1036470,2016289029,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,8/11/16,8/11/16,,9XX BLOCK OF NW 50 ST,B,B2,4700.2032,-122.3696899,47.66504288,"(47.665042877, -122.369689941)"
1036476,2016328257,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/10/16,9/8/16,9/10/16,73XX BLOCK OF 57 AV NE,U,U3,4000.102,-122.2670136,47.68172073,"(47.681720734, -122.26701355)"
1036477,2016329747,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/11/16,9/11/16,9/11/16,2XX BLOCK OF TAYLOR AV N,Q,Q3,7200.1025,-122.3462982,47.62031937,"(47.620319366, -122.346298218)"
1036478,2016319280,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/3/16,9/3/16,,5XX BLOCK OF 12 AV S,G,G3,9000.2036,-122.3172302,47.59791946,"(47.597919464, -122.317230225)"
1036480,2016290106,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,8/11/16,8/11/16,,50XX BLOCK OF 11 AV NE,U,U1,4400.4006,-122.3163223,47.66568375,"(47.665683746, -122.316322327)"
1036483,2016283877,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,8/6/16,8/6/16,8/6/16,82XX BLOCK OF GREENWOOD AV N,J,J2,2900.1008,-122.3553009,47.68875122,"(47.688751221, -122.355300903)"
1036495,2016332261,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/13/16,9/13/16,9/13/16,32XX BLOCK OF 14 AV S,R,R1,10002.102,-122.3148499,47.57468414,"(47.574684143, -122.314849854)"
1036496,2016276075,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,8/1/16,8/1/16,8/1/16,50XX BLOCK OF 49 AV SW,W,W2,10500.3007,-122.3949661,47.55661392,"(47.556613922, -122.394966125)"
1036501,2016326866,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/9/16,4/20/16,4/27/16,34XX BLOCK OF 37 AV W,Q,Q1,5600.1,-122.4046783,47.65135956,"(47.651359558, -122.404678345)"
1036505,2016333404,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/14/16,9/13/16,,3XX BLOCK OF BELLEVUE AV E,E,E1,7401.4003,-122.3265839,47.62140656,"(47.621406555, -122.326583862)"
1036508,2016325745,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/8/16,9/8/16,9/8/16,3XX BLOCK OF 1 AV N,Q,Q3,7100.2012,-122.3554306,47.621521,"(47.621520996, -122.355430603)"
1036510,2016330575,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/12/16,9/12/16,,59XX BLOCK OF 21 AV SW,F,F1,10800.3017,-122.3598022,47.54834747,"(47.548347473, -122.359802246)"
1036511,2016330587,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,9/12/16,6/28/16,8/30/16,30XX BLOCK OF S MOUNT BAKER BV,R,R2,9500.4015,-122.2936096,47.57629013,"(47.576290131, -122.293609619)"
1036512,2016325643,2299,1,BURGLARY-SECURE PARKING-NONRES,2200,BURGLARY,9/8/16,8/2/16,8/31/16,11XX BLOCK OF WESTERN AV,K,K1,8100.1024,-122.3383255,47.6053009,"(47.605300903, -122.3383255)"
1036513,2016329735,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,9/11/16,9/10/16,9/11/16,45XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.201,-122.313118,47.66218185,"(47.662181854, -122.313117981)"
1036518,2016330021,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,9/11/16,9/11/16,,13XX BLOCK OF 5 AV,M,M3,8100.2012,-122.3342133,47.60918808,"(47.60918808, -122.334213257)"
1036526,2016326951,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/9/16,8/26/16,9/8/16,7XX BLOCK OF E ROY ST,E,E1,7401.2001,-122.3227081,47.62511826,"(47.625118256, -122.32270813)"
1036529,2016331371,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/12/16,9/12/16,9/12/16,12XX BLOCK OF N 143 ST,N,N2,300.2014,-122.3428879,47.73231125,"(47.732311249, -122.342887878)"
1036535,2016331937,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/13/16,9/13/16,9/13/16,85XX BLOCK OF GREENWOOD AV N,J,J1,1701.1003,-122.3553085,47.69150543,"(47.691505432, -122.355308533)"
1036562,2016333308,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/14/16,9/13/16,9/14/16,13XX BLOCK OF NE 43 ST,U,U2,5301.3001,-122.3137436,47.65980148,"(47.659801483, -122.313743591)"
1036572,2016333686,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,9/14/16,9/13/16,,2XX BLOCK OF 2 AV S,K,K2,9200.2002,-122.3315735,47.60047531,"(47.600475311, -122.331573486)"
1036577,2016326215,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/8/16,8/5/16,8/6/16,28XX BLOCK OF S ALASKA ST,R,R1,10401.1001,-122.2946472,47.56084824,"(47.560848236, -122.294647217)"
1036583,2016331092,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/12/16,9/12/16,9/12/16,95XX BLOCK OF SAND POINT WY NE,L,L3,2200.1018,-122.2777405,47.69834518,"(47.698345184, -122.277740479)"
1036587,201525428,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,1/23/15,1/23/15,1/23/15,27XX BLOCK OF NE 100 ST,L,L3,2100.1002,-122.2976303,47.70114899,"(47.701148987, -122.29763031)"
1036589,201647207,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,2/8/16,1/14/16,1/14/16,90XX BLOCK OF CYRUS AV NW,J,J1,1500.2004,-122.3988724,47.69546127,"(47.695461273, -122.398872375)"
1036597,2016321693,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/5/16,9/5/16,9/5/16,130XX BLOCK OF AURORA AV N,N,N2,401.1009,-122.3449936,47.72503662,"(47.725036621, -122.344993591)"
1036602,2016320638,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/4/16,9/4/16,,47XX BLOCK OF 13 AV S,R,R1,10402.4003,-122.3160782,47.56056595,"(47.560565948, -122.316078186)"
1036608,2016321698,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/5/16,8/27/16,9/5/16,51XX BLOCK OF NE 65 ST,U,U3,4200.1004,-122.2722168,47.67576218,"(47.675762177, -122.272216797)"
1036616,2016329799,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/12/16,9/7/16,,21XX BLOCK OF NW 95 ST,J,J1,1600.201,-122.3841705,47.69823837,"(47.698238373, -122.384170532)"
1036618,2016316841,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/1/16,8/31/16,9/1/16,XX BLOCK OF YESLER WY,K,K2,9200.2008,-122.3364563,47.6017189,"(47.601718903, -122.336456299)"
1036629,2016332241,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/13/16,9/9/16,9/10/16,16XX BLOCK OF 19 AV,C,C3,7900.2002,-122.3074265,47.61600113,"(47.616001129, -122.307426453)"
1036637,2016331761,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/13/16,9/13/16,,51XX BLOCK OF NE LATIMER PL,U,U3,4100.2013,-122.2717285,47.65726852,"(47.657268524, -122.271728516)"
1036638,2016329569,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/11/16,9/10/16,9/11/16,43XX BLOCK OF 8 AV NE,U,U2,5200.1,-122.3197784,47.66038513,"(47.660385132, -122.319778442)"
1036639,2016331269,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/12/16,9/12/16,9/12/16,9XX BLOCK OF N MOTOR PL,B,B3,5000.3025,-122.3461685,47.65867233,"(47.658672333, -122.346168518)"
1036644,2016326152,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/8/16,9/8/16,,56XX BLOCK OF 21 AV SW,F,F1,10800.3016,-122.3599548,47.5519371,"(47.551937103, -122.359954834)"
1036650,2016333814,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/14/16,9/14/16,9/14/16,55XX BLOCK OF 52 AV S,R,R3,10200.4033,-122.2672729,47.55213547,"(47.552135468, -122.267272949)"
1036654,2016326027,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,9/8/16,9/8/16,,14XX BLOCK OF S DEARBORN ST,G,G3,9400.2009,-122.3134537,47.59581375,"(47.595813751, -122.313453674)"
1036655,2016332705,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/13/16,9/3/16,9/13/16,5XX BLOCK OF SUMMIT AV E,E,E1,7401.1004,-122.3253174,47.62371445,"(47.623714447, -122.325317383)"
1036661,2016333916,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/14/16,9/13/16,9/14/16,43XX BLOCK OF 7 AV NE,U,U2,5200.1,-122.3208313,47.66003418,"(47.66003418, -122.320831299)"
1036663,2016329996,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/11/16,9/11/16,9/11/16,80XX BLOCK OF JONES AV NW,J,J2,3100.1007,-122.3864746,47.68775177,"(47.68775177, -122.386474609)"
1036665,2012152034,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,5/17/12,5/17/12,,8XX BLOCK OF SW TRENTON ST,F,F3,11300.102,-122.3460999,47.52463913,"(47.52463913, -122.346099854)"
1036677,2016217933,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,6/19/16,6/19/16,,3XX BLOCK OF 1 AV N,Q,Q3,7100.2012,-122.3554306,47.621521,"(47.621520996, -122.355430603)"
1036682,2016318027,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/2/16,9/1/16,9/2/16,29XX BLOCK OF SW AVALON WY,W,W1,9900.1021,-122.3707657,47.56842423,"(47.568424225, -122.370765686)"
1036685,2016326782,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,9/9/16,9/9/16,,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334816,47.61236954,"(47.612369537, -122.334815979)"
1036688,2016287337,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,8/9/16,8/8/16,8/9/16,15XX BLOCK OF EASTLAKE AV E,D,D3,6600.1024,-122.3258286,47.63305664,"(47.633056641, -122.325828552)"
1036703,2016331278,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/12/16,9/12/16,,45XX BLOCK OF GLENN WY SW,W,W2,10500.5002,-122.3888092,47.56204224,"(47.562042236, -122.388809204)"
1036704,2016331330,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/12/16,9/12/16,,21XX BLOCK OF N 120 ST,N,N2,600.4004,-122.3327866,47.7159195,"(47.715919495, -122.33278656)"
1036723,2015392240,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,11/9/15,11/9/15,11/9/15,105XX BLOCK OF RAVENNA AV NE,L,L3,1000.2,-122.2968826,47.70538712,"(47.705387115, -122.296882629)"
1036726,201647207,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,2/8/16,1/14/16,1/14/16,90XX BLOCK OF CYRUS AV NW,J,J1,1500.2004,-122.3988724,47.69546127,"(47.695461273, -122.398872375)"
1036735,2016208709,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,6/12/16,6/11/16,6/12/16,5XX BLOCK OF HARVARD AV E,E,E1,7401.2002,-122.3219986,47.623703,"(47.623703003, -122.321998596)"
1036737,2016321830,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/5/16,9/5/16,,15XX BLOCK OF EASTLAKE AV E,D,D3,6600.1024,-122.3258286,47.63305664,"(47.633056641, -122.325828552)"
1036742,2016320568,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/4/16,9/4/16,,45XX BLOCK OF S KENNY ST,R,R3,10300.2011,-122.2761993,47.54894638,"(47.548946381, -122.276199341)"
1036743,2016319933,2299,1,BURGLARY-SECURE PARKING-NONRES,2200,BURGLARY,9/3/16,9/3/16,9/3/16,2XX BLOCK OF TAYLOR AV N,Q,Q3,7200.1025,-122.3462982,47.62031937,"(47.620319366, -122.346298218)"
1036745,2016329725,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/11/16,9/11/16,,35XX BLOCK OF S BENNETT ST,R,R3,10300.4014,-122.2879562,47.55425263,"(47.554252625, -122.287956238)"
1036747,2016316816,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/1/16,8/30/16,8/31/16,7XX BLOCK OF CROCKETT ST,D,D2,6000.1013,-122.3437042,47.63750839,"(47.637508392, -122.343704224)"
1036749,2016303152,2299,1,BURGLARY-SECURE PARKING-NONRES,2200,BURGLARY,8/22/16,8/22/16,,9XX BLOCK OF S BAYVIEW ST,O,O2,9300.308,-122.3206711,47.58103943,"(47.581039429, -122.320671082)"
1036755,2016315483,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,8/31/16,8/19/16,8/31/16,3XX BLOCK OF W KINNEAR PL,Q,Q3,7000.6005,-122.3612976,47.62773514,"(47.627735138, -122.361297607)"
1036757,2016292187,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,8/13/16,8/12/16,8/13/16,15XX BLOCK OF 5 AV,M,M3,8100.2005,-122.3360291,47.61117554,"(47.611175537, -122.336029053)"
1036758,2016329855,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/11/16,8/11/16,9/10/16,1XX BLOCK OF NW 50 ST,B,B2,4800.1021,-122.3579865,47.66504669,"(47.665046692, -122.35798645)"
1036759,2016302531,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,8/21/16,8/21/16,,44XX BLOCK OF 40 AV SW,W,W2,9800.4014,-122.3828125,47.56377792,"(47.563777924, -122.3828125)"
1036761,2016283877,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,8/6/16,8/6/16,8/6/16,82XX BLOCK OF GREENWOOD AV N,J,J2,2900.1008,-122.3553009,47.68875122,"(47.688751221, -122.355300903)"
1036766,2016287561,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,8/10/16,8/10/16,,60XX BLOCK OF 39 AV NE,U,U3,4200.4011,-122.2857971,47.67305756,"(47.673057556, -122.285797119)"
1036768,2016288815,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,8/10/16,8/10/16,,5XX BLOCK OF W COMSTOCK ST,Q,Q2,6900.3012,-122.3637695,47.63046646,"(47.630466461, -122.363769531)"
1036776,2016330575,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/12/16,9/12/16,,59XX BLOCK OF 21 AV SW,F,F1,10800.3017,-122.3598022,47.54834747,"(47.548347473, -122.359802246)"
1036777,2016330718,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/12/16,9/9/16,9/11/16,3XX BLOCK OF 32 AV E,C,C3,7800.4005,-122.2911453,47.62189484,"(47.621894836, -122.291145325)"
1036783,2016331117,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/12/16,9/9/16,,61XX BLOCK OF 4 AV S,O,O3,10900.2067,-122.3295898,47.54669571,"(47.546695709, -122.329589844)"
1036785,2016331362,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/12/16,9/7/16,9/7/16,40XX BLOCK OF 19 AV SW,F,F1,9900.2005,-122.3580475,47.56746674,"(47.567466736, -122.358047485)"
1036786,2016331383,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/12/16,9/12/16,,17XX BLOCK OF NE 89 ST,L,L2,2000.1015,-122.3081741,47.69303894,"(47.69303894, -122.308174133)"
1036787,2016331784,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/13/16,9/13/16,,40XX BLOCK OF NE 60 ST,U,U3,4200.2005,-122.2841949,47.67214966,"(47.672149658, -122.284194946)"
1036794,2016319221,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/3/16,9/3/16,,15XX BLOCK OF PIKE PL,M,M1,8100.3005,-122.3406296,47.60872269,"(47.608722687, -122.340629578)"
1036799,2016333916,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/14/16,9/13/16,9/14/16,43XX BLOCK OF 7 AV NE,U,U2,5200.1,-122.3208313,47.66003418,"(47.66003418, -122.320831299)"
1036801,2016322708,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/6/16,9/5/16,9/6/16,77XX BLOCK OF 15 AV NW,J,J2,3000.3004,-122.3767929,47.68596649,"(47.685966492, -122.376792908)"
1036803,2016319321,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/3/16,8/29/16,9/2/16,9XX BLOCK OF 3 AV W,Q,Q3,7000.601,-122.360611,47.6272316,"(47.627231598, -122.360610962)"
1036810,201539336,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,2/3/15,2/3/15,2/3/15,32XX BLOCK OF 26 AV W,Q,Q1,5801.2008,-122.3897552,47.64940262,"(47.649402618, -122.389755249)"
1036818,2016319225,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/3/16,9/3/16,,29XX BLOCK OF EASTLAKE AV E,D,D3,6100.301,-122.323967,47.64809799,"(47.648097992, -122.32396698)"
1036831,2016329162,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/10/16,9/10/16,9/10/16,17XX BLOCK OF NE 73 ST,U,U1,2600.2006,-122.3093643,47.68123627,"(47.681236267, -122.309364319)"
1036833,2016302574,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,8/21/16,8/18/16,8/21/16,48XX BLOCK OF PULLMAN AV NE,U,U3,4200.102,-122.27491,47.66917038,"(47.66917038, -122.274909973)"
