RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location
1032366,2016321139,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/4/16,9/4/16,,41XX BLOCK OF 12 AV NE,U,U2,5301.4002,-122.3155365,47.65760422,"(47.657604218, -122.315536499)"
1032371,2016319416,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/3/16,9/3/16,,36XX BLOCK OF DAYTON AV N,B,B2,4900.3011,-122.352356,47.6529541,"(47.652954102, -122.352355957)"
1032372,2016320638,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/4/16,9/4/16,,47XX BLOCK OF 13 AV S,R,R1,10402.4003,-122.3160782,47.56056595,"(47.560565948, -122.316078186)"
1032376,2016320568,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/4/16,9/4/16,,45XX BLOCK OF S KENNY ST,R,R3,10300.2011,-122.2761993,47.54894638,"(47.548946381, -122.276199341)"
1032387,2016322086,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,9/5/16,9/3/16,9/5/16,24XX BLOCK OF E UNION ST,C,C3,8800.1007,-122.300766,47.61294174,"(47.612941742, -122.300765991)"
1032389,2016320965,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/4/16,9/4/16,,8XX BLOCK OF 33 AV,C,C3,7800.2019,-122.2904434,47.60984421,"(47.609844208, -122.29044342)"
1032391,2016323222,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/6/16,9/5/16,,47XX BLOCK OF 41 AV SW,W,W2,10500.4006,-122.3841629,47.56020355,"(47.560203552, -122.384162903)"
1032392,2016322067,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/5/16,9/4/16,9/5/16,10XX BLOCK OF NE 88 ST,L,L2,2000.3012,-122.3162537,47.69218445,"(47.692184448, -122.316253662)"
1032397,2016315632,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,8/31/16,8/31/16,,18XX BLOCK OF TERRY AV,D,D2,7300.2023,-122.3329391,47.61588287,"(47.615882874, -122.332939148)"
1032407,2016316075,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,8/31/16,8/31/16,,122XX BLOCK OF PALATINE AV N,N,N1,402.4004,-122.3572311,47.71874237,"(47.718742371, -122.35723114)"
1032410,2016322353,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,9/5/16,9/3/16,9/5/16,5XX BLOCK OF 5 AV W,Q,Q3,7100.1003,-122.3632431,47.62406921,"(47.624069214, -122.363243103)"
1032411,2016321949,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/5/16,9/4/16,9/5/16,42XX BLOCK OF 12 AV NE,U,U2,5301.3006,-122.3154984,47.65908432,"(47.65908432, -122.315498352)"
1032414,2016321741,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/5/16,9/4/16,9/5/16,3XX BLOCK OF NW 47 ST,B,B2,4800.4011,-122.3623962,47.66291809,"(47.662918091, -122.36239624)"
1032415,2016321764,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/5/16,9/3/16,9/3/16,73XX BLOCK OF 24 AV NW,J,J2,3100.3005,-122.3875504,47.68224716,"(47.682247162, -122.387550354)"
1032416,2016322472,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,9/5/16,9/5/16,9/5/16,32XX BLOCK OF FRANKLIN AV E,C,C1,6100.1007,-122.3208771,47.65026093,"(47.650260925, -122.320877075)"
1032417,2016322904,2299,1,BURGLARY-SECURE PARKING-NONRES,2200,BURGLARY,9/6/16,9/4/16,9/6/16,29XX BLOCK OF 1 AV,D,D1,8001.1002,-122.3531723,47.61730957,"(47.61730957, -122.353172302)"
1032419,2016318262,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/2/16,9/2/16,,30XX BLOCK OF WESTERN AV,D,D1,8001.3019,-122.3553391,47.6174202,"(47.617420197, -122.35533905)"
1032420,2016318463,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,9/3/16,9/1/16,9/2/16,24XX BLOCK OF BIRCH AV N,D,D2,6000.1015,-122.3462524,47.64176941,"(47.641769409, -122.346252441)"
1032430,2016305837,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,8/24/16,8/23/16,8/24/16,11XX BLOCK OF 18 AV E,C,C2,6400.2005,-122.308609,47.62963867,"(47.629638672, -122.308609009)"
